objectid,fid_geocod,loc_name,status,score,match_type,match_addr,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,side,stpredir,stpretype,stname,sttype,stdir,staddr,nbrhd,city,subregion,region,postal,postalext,country,langcode,distance,x,y,displayx,displayy,xmin,xmax,ymin,ymax,arc_addres,arc_neighb,arc_city,arc_subreg,arc_region,arc_postal,arc_post_1,arc_countr,field1,report_num,address,city_1,zip,lat,long,fid_edgwoo,id,buff_dist
63,17152,USA.PointAddress,00:00:00,100.0,00:00:00,"465 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,465,,,L,W,,Thornton,St,,465 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543184,41.065608,-81.543181,41.06574,-81.544184,-81.542184,41.064608,41.066608,465 W THORNTON ST,,Akron,,,44307,,,17152,12020685,465 W THORNTON ST,Akron,44307,,,0,0,2640.0
64,16568,USA.PointAddress,00:00:00,97.01,00:00:00,"446 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,446,,,R,W,,Thornton,St,,446 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.54242,41.065613,-81.542421,41.06548,-81.54342,-81.54142,41.064613,41.066613,446 W THRONTON ST,,,,,44307,,,16568,01-026567,446 W THRONTON ST,,44307,,,0,0,2640.0
65,16851,USA.PointAddress,00:00:00,100.0,00:00:00,"455 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,455,,,L,W,,Thornton,St,,455 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542853,41.065638,-81.542851,41.0658,-81.543853,-81.541853,41.064638,41.066638,455 W THORNTON ST,,Akron,,,44307,,,16851,13004296,455 W THORNTON ST,Akron,44307,,,0,0,2640.0
66,16753,USA.PointAddress,00:00:00,100.0,00:00:00,"451 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,451,,,L,W,,Thornton,St,,451 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542703,41.065648,-81.542701,41.06588,-81.543703,-81.541703,41.064648,41.066648,451 W THORNTON ST,,Akron,,,44307,,,16753,7028925,451 W THORNTON ST,Akron,44307,,,0,0,2640.0
67,16147,USA.PointAddress,00:00:00,100.0,00:00:00,"434 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,434,,,R,W,,Thornton,St,,434 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542011,41.065654,-81.542011,41.06552,-81.543011,-81.541011,41.064654,41.066654,434 W THORNTON ST,,Akron,,,44307,,,16147,10032966,434 W THORNTON ST,Akron,44307,,,0,0,2640.0
68,16148,USA.PointAddress,00:00:00,90.92,00:00:00,"434 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,434,,,R,W,,Thornton,St,,434 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542011,41.065654,-81.542011,41.06552,-81.543011,-81.541011,41.064654,41.066654,434 W THORNTON ST/HAYNES ST,,,,,44307,,,16148,01-023750,434 W THORNTON ST/HAYNES ST,,44307,,,0,0,2640.0
69,16589,USA.PointAddress,00:00:00,92.43,00:00:00,"447 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,447,,,L,W,,Thornton,St,,447 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542543,41.065658,-81.542541,41.06589,-81.543543,-81.541543,41.064658,41.066658,447 THORNTON ST,,,,,44307,,,16589,01-041970,447 THORNTON ST,,44307,,,0,0,2640.0
70,16594,USA.PointAddress,00:00:00,100.0,00:00:00,"447 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,447,,,L,W,,Thornton,St,,447 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542543,41.065658,-81.542541,41.06589,-81.543543,-81.541543,41.064658,41.066658,447 W THORNTON ST,,,,,44307,,,16594,99-037756,447 W THORNTON ST,,44307,,,0,0,2640.0
71,16040,USA.PointAddress,00:00:00,100.0,00:00:00,"430 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,430,,,R,W,,Thornton,St,,430 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.54187,41.065663,-81.541871,41.06547,-81.54287,-81.54087,41.064663,41.066663,430 W THORNTON ST,,Akron,,,44307,,,16040,8015683,430 W THORNTON ST,Akron,44307,,,0,0,2640.0
72,16527,USA.PointAddress,00:00:00,100.0,00:00:00,"445 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,445,,,L,W,,Thornton,St,,445 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542404,41.065668,-81.542401,41.06584,-81.543404,-81.541404,41.064668,41.066668,445 W THORNTON ST,,Akron,,,44307,,,16527,8013911,445 W THORNTON ST,Akron,44307,,,0,0,2640.0
73,15828,USA.PointAddress,00:00:00,100.0,00:00:00,"424 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,424,,,R,W,,Thornton,St,,424 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541631,41.065673,-81.541641,41.06486,-81.542631,-81.540631,41.064673,41.066673,424 W THORNTON ST,,Akron,,,44307,,,15828,8017165,424 W THORNTON ST,Akron,44307,,,0,0,2640.0
74,16443,USA.PointAddress,00:00:00,100.0,00:00:00,"443 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,443,,,L,W,,Thornton,St,,443 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542255,41.065678,-81.542281,41.06584,-81.543255,-81.541255,41.064678,41.066678,443 W THORNTON ST,,Akron,,,44307,,,16443,8026162,443 W THORNTON ST,Akron,44307,,,0,0,2640.0
75,16444,USA.PointAddress,00:00:00,87.93,00:00:00,"443 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,443,,,L,W,,Thornton,St,,443 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542255,41.065678,-81.542281,41.06584,-81.543255,-81.541255,41.064678,41.066678,443 W THRONTON,,,,,44307,,,16444,98-032336,443 W THRONTON,,44307,,,0,0,2640.0
76,15594,USA.PointAddress,00:00:00,100.0,00:00:00,"416 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,416,,,R,W,,Thornton,St,,416 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541391,41.065684,-81.541391,41.06547,-81.542391,-81.540391,41.064684,41.066684,416 W THORNTON ST,,Akron,,,44307,,,15594,9015066,416 W THORNTON ST,Akron,44307,,,0,0,2640.0
77,15379,USA.StreetAddress,00:00:00,100.0,00:00:00,"408 W Thornton St, Akron, Ohio, 44307",StreetAddress,,,,,,,,408,436,406,R,W,,Thornton,St,,408 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541228,41.065689,-81.541228,41.065689,-81.542228,-81.540228,41.064689,41.066689,408 W THORNTON ST,,Akron,,,44307,,,15379,13015931,408 W THORNTON ST,Akron,44307,,,0,0,2640.0
78,39073,USA.StreetAddress,00:00:00,87.82,00:00:00,"Raymond St & W Thornton St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.541061,41.065723,-81.541061,41.065723,-81.541061,-81.541061,41.065723,41.065723,RAYMOND & THORNTON,,,,,44307,,,39073,01-002469,RAYMOND & THORNTON,,44307,,,0,0,2640.0
79,39081,USA.StreetAddress,00:00:00,95.7,00:00:00,"Raymond St & W Thornton St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.541061,41.065723,-81.541061,41.065723,-81.541061,-81.541061,41.065723,41.065723,RAYMOND @ W THORNTON ST,,,,,44307,,,39081,04-025699,RAYMOND @ W THORNTON ST,,44307,,,0,0,2640.0
80,39083,USA.StreetAddress,00:00:00,92.12,00:00:00,"Raymond St & W Thornton St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.541061,41.065723,-81.541061,41.065723,-81.541061,-81.541061,41.065723,41.065723,RAYMOND AND THORNTON ST,,,,,44307,,,39083,01-020728,RAYMOND AND THORNTON ST,,44307,,,0,0,2640.0
81,39087,USA.StreetAddress,00:00:00,96.42,00:00:00,"Raymond St & W Thornton St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.541061,41.065723,-81.541061,41.065723,-81.541061,-81.541061,41.065723,41.065723,RAYMOND ST & THORNTON ST,,,,,44307,,,39087,00-028476,RAYMOND ST & THORNTON ST,,44307,,,0,0,2640.0
82,39091,USA.StreetAddress,00:00:00,96.42,00:00:00,"Raymond St & W Thornton St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.541061,41.065723,-81.541061,41.065723,-81.541061,-81.541061,41.065723,41.065723,RAYMOND ST @ THORNTON ST,,,,,44307,,,39091,03-022716,RAYMOND ST @ THORNTON ST,,44307,,,0,0,2640.0
83,40746,USA.StreetAddress,00:00:00,96.42,00:00:00,"W Thornton St & Raymond St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.541061,41.065723,-81.541061,41.065723,-81.541061,-81.541061,41.065723,41.065723,THORNTON ST @ RAYMOND ST,,,,,44307,,,40746,03-024225,THORNTON ST @ RAYMOND ST,,44307,,,0,0,2640.0
84,15486,USA.StreetAddress,00:00:00,100.0,00:00:00,"411 W Thornton St, Akron, Ohio, 44307",StreetAddress,,,,,,,,411,439,407,L,W,,Thornton,St,,411 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541275,41.065741,-81.541275,41.065741,-81.542275,-81.540275,41.064741,41.066741,411 W THORNTON ST,,Akron,,,44307,,,15486,13032363,411 W THORNTON ST,Akron,44307,,,0,0,2640.0
85,15314,USA.StreetAddress,00:00:00,100.0,00:00:00,"405 W Thornton St, Akron, Ohio, 44307",StreetAddress,,,,,,,,405,405,377,L,W,,Thornton,St,,405 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540945,41.065758,-81.540945,41.065758,-81.541945,-81.539945,41.064758,41.066758,405 W THORNTON ST,,Akron,,,44307,,,15314,9030386,405 W THORNTON ST,Akron,44307,,,0,0,2640.0
86,14622,USA.PointAddress,00:00:00,100.0,00:00:00,"382 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,382,,,R,W,,Thornton,St,,382 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.54009,41.065763,-81.540091,41.06559,-81.54109,-81.53909,41.064763,41.066763,382 W THORNTON ST,,Akron,,,44307,,,14622,10006592,382 W THORNTON ST,Akron,44307,,,0,0,2640.0
87,13686,USA.PointAddress,00:00:00,100.0,00:00:00,"350 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,350,,,R,W,,Thornton,St,,350 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539699,41.065793,-81.539191,41.06557,-81.540699,-81.538699,41.064793,41.066793,350 W THORNTON ST,,Akron,,,44307,,,13686,9033950,350 W THORNTON ST,Akron,44307,,,0,0,2640.0
88,14238,USA.StreetAddress,00:00:00,100.0,00:00:00,"370 W Thornton St, Akron, Ohio, 44307",StreetAddress,,,,,,,,370,376,300,R,W,,Thornton,St,,370 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539664,41.0658,-81.539664,41.0658,-81.540664,-81.538664,41.0648,41.0668,370 W THORNTON ST,,Akron,,,44307,,,14238,9000801,370 W THORNTON ST,Akron,44307,,,0,0,2640.0
89,14443,USA.PointAddress,00:00:00,100.0,00:00:00,"377 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,377,,,L,W,,Thornton,St,,377 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.540053,41.065828,-81.540051,41.06604,-81.541053,-81.539053,41.064828,41.066828,377 W THORNTON ST,,Akron,,,44307,,,14443,12010770,377 W THORNTON ST,Akron,44307,,,0,0,2640.0
90,13143,USA.StreetAddress,00:00:00,100.0,00:00:00,"328 W Thornton St, Akron, Ohio, 44307",StreetAddress,,,,,,,,328,376,300,R,W,,Thornton,St,,328 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539022,41.065846,-81.539022,41.065846,-81.540022,-81.538022,41.064846,41.066846,328 W THORNTON ST,,Akron,,,44307,,,13143,12011819,328 W THORNTON ST,Akron,44307,,,0,0,2640.0
91,14146,USA.StreetAddress,00:00:00,92.43,00:00:00,"369 W Thornton St, Akron, Ohio, 44307",StreetAddress,,,,,,,,369,375,301,L,W,,Thornton,St,,369 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539669,41.065853,-81.539669,41.065853,-81.540669,-81.538669,41.064853,41.066853,369 E THORNTON ST APT A,,,,,44307,,,14146,04-014729,369 E THORNTON ST APT A,,44307,,,0,0,2640.0
92,14264,USA.PointAddress,00:00:00,100.0,00:00:00,"371 W Thornton St, Akron, Ohio, 44307",PointAddress,,,,,,,,371,,,L,W,,Thornton,St,,371 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539674,41.065858,-81.539681,41.06597,-81.540674,-81.538674,41.064858,41.066858,371 W THORNTON ST,,Akron,,,44307,,,14264,13023562,371 W THORNTON ST,Akron,44307,,,0,0,2640.0
93,13595,USA.StreetAddress,00:00:00,100.0,00:00:00,"347 W Thornton St, Akron, Ohio, 44307",StreetAddress,,,,,,,,347,375,301,L,W,,Thornton,St,,347 W Thornton St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539323,41.065879,-81.539323,41.065879,-81.540323,-81.538323,41.064879,41.066879,347 W THORNTON ST,,Akron,,,44307,,,13595,8005913,347 W THORNTON ST,Akron,44307,,,0,0,2640.0
94,897,USA.PointAddress,00:00:00,100.0,00:00:00,"1031 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,1031,,,R,,,Moeller,Ave,,1031 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544525,41.065908,-81.544381,41.06591,-81.545525,-81.543525,41.064908,41.066908,1031 MOELLER AV,,,,,44307,,,897,99-022383,1031 MOELLER AV,,44307,,,0,0,2640.0
95,39151,USA.StreetAddress,00:00:00,87.82,00:00:00,"Rhodes Ave & W Thornton St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.538479,41.065913,-81.538479,41.065913,-81.538479,-81.538479,41.065913,41.065913,RHODES @ THORNTON,,,,,44307,,,39151,04-022577,RHODES @ THORNTON,,44307,,,0,0,2640.0
96,39170,USA.StreetAddress,00:00:00,96.42,00:00:00,"Rhodes Ave & W Thornton St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.538479,41.065913,-81.538479,41.065913,-81.538479,-81.538479,41.065913,41.065913,RHODES AVE @ THORNTON ST,,,,,44307,,,39170,01-002535,RHODES AVE @ THORNTON ST,,44307,,,0,0,2640.0
97,41786,USA.StreetAddress,00:00:00,95.7,00:00:00,"W Thornton St & Rhodes Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.538479,41.065913,-81.538479,41.065913,-81.538479,-81.538479,41.065913,41.065913,W THORNTON @ RHODES AVE,,,,,44307,,,41786,03-015632,W THORNTON @ RHODES AVE,,44307,,,0,0,2640.0
98,41802,USA.StreetAddress,00:00:00,100.0,00:00:00,"W Thornton St & Rhodes Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.538479,41.065913,-81.538479,41.065913,-81.538479,-81.538479,41.065913,41.065913,W THORNTON ST @ RHODES AV,,,,,44307,,,41802,04-019291,W THORNTON ST @ RHODES AV,,44307,,,0,0,2640.0
99,41803,USA.StreetAddress,00:00:00,92.12,00:00:00,"W Thornton St & Rhodes Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.538479,41.065913,-81.538479,41.065913,-81.538479,-81.538479,41.065913,41.065913,W THORNTON ST @ S RHODES,,,,,44307,,,41803,04-003207,W THORNTON ST @ S RHODES,,44307,,,0,0,2640.0
100,964,USA.PointAddress,00:00:00,100.0,00:00:00,"1035 Lane St, Akron, Ohio, 44307",PointAddress,,,,,,,,1035,,,R,,,Lane,St,,1035 Lane St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543975,41.065999,-81.543731,41.066,-81.544975,-81.542975,41.064999,41.066999,1035 LANE ST,,Akron,,,44307,,,964,9024490,1035 LANE ST,Akron,44307,,,0,0,2640.0
101,833,USA.PointAddress,00:00:00,100.0,00:00:00,"1029 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,1029,,,R,,,Moeller,Ave,,1029 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544515,41.066009,-81.544391,41.06601,-81.545515,-81.543515,41.065009,41.067009,1029 MOELLER AV,,Akron,,,44307,,,833,7026096,1029 MOELLER AV,Akron,44307,,,0,0,2640.0
102,34251,USA.StreetAddress,00:00:00,87.82,00:00:00,"Dart Ave & W Thornton St, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.537239,41.06601,-81.537239,41.06601,-81.537239,-81.537239,41.06601,41.06601,DART AND THORNTON,,,,,44307,,,34251,99-020057,DART AND THORNTON,,44307,,,0,0,2640.0
103,41781,USA.StreetAddress,00:00:00,95.7,00:00:00,"W Thornton St & Dart Ave, Akron, Ohio, 44307",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.537239,41.06601,-81.537239,41.06601,-81.537239,-81.537239,41.06601,41.06601,W THORNTON @ DART AVE,,,,,44307,,,41781,03-036216,W THORNTON @ DART AVE,,44307,,,0,0,2640.0
104,779,USA.PointAddress,00:00:00,100.0,00:00:00,"1027 Haynes St, Akron, Ohio, 44307",PointAddress,,,,,,,,1027,,,R,,,Haynes,St,,1027 Haynes St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542015,41.066041,-81.541881,41.06604,-81.543015,-81.541015,41.065041,41.067041,1027 HAYNES ST,,Akron,,,44307,,,779,9007542,1027 HAYNES ST,Akron,44307,,,0,0,2640.0
105,812,USA.PointAddress,00:00:00,100.0,00:00:00,"1028 Laurel Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,1028,,,L,,,Laurel,Ave,,1028 Laurel Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547018,41.066081,-81.547181,41.06609,-81.548018,-81.546018,41.065081,41.067081,1028 LAUREL AV,,Akron,,,44307,,,812,11026981,1028 LAUREL AV,Akron,44307,,,0,0,2640.0
106,736,USA.PointAddress,00:00:00,100.0,00:00:00,"1025 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,1025,,,R,,,Moeller,Ave,,1025 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544542,41.066108,-81.544391,41.06613,-81.545542,-81.543542,41.065108,41.067108,1025 MOELLER AV,,Akron,,,44307,,,736,9007731,1025 MOELLER AV,Akron,44307,,,0,0,2640.0
107,895,USA.PointAddress,00:00:00,100.0,00:00:00,"1031 Lane St, Akron, Ohio, 44307",PointAddress,,,,,,,,1031,,,R,,,Lane,St,,1031 Lane St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543965,41.06611,-81.543711,41.06609,-81.544965,-81.542965,41.06511,41.06711,1031 LANE ST,,Akron,,,44307,,,895,8010544,1031 LANE ST,Akron,44307,,,0,0,2640.0
108,597,USA.StreetAddress,00:00:00,100.0,00:00:00,"1019 Nathan St, Akron, Ohio, 44307",StreetAddress,,,,,,,,1019,1047,1015,R,,,Nathan,St,,1019 Nathan St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539842,41.066112,-81.539842,41.066112,-81.540842,-81.538842,41.065112,41.067112,1019 NATHAN ST,,Akron,,,44307,,,597,8023536,1019 NATHAN ST,Akron,44307,,,0,0,2640.0
109,752,USA.PointAddress,00:00:00,100.0,00:00:00,"1026 Haynes St, Akron, Ohio, 44307",PointAddress,,,,,,,,1026,,,L,,,Haynes,St,,1026 Haynes St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542088,41.066131,-81.542331,41.06613,-81.543088,-81.541088,41.065131,41.067131,1026 HAYNES ST,,Akron,,,44307,,,752,10029775,1026 HAYNES ST,Akron,44307,,,0,0,2640.0
110,741,USA.PointAddress,00:00:00,100.0,00:00:00,"1025 Snyder St, Akron, Ohio, 44307",PointAddress,,,,,,,,1025,,,R,,,Snyder,St,,1025 Snyder St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542945,41.06614,-81.542721,41.06614,-81.543945,-81.541945,41.06514,41.06714,1025 SNYDER ST,,Akron,,,44307,,,741,10023594,1025 SNYDER ST,Akron,44307,,,0,0,2640.0
111,552,USA.PointAddress,00:00:00,90.92,00:00:00,"1017 Nathan St, Akron, Ohio, 44307",PointAddress,,,,,,,,1017,,,R,,,Nathan,St,,1017 Nathan St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539846,41.06615,-81.539691,41.06615,-81.540846,-81.538846,41.06515,41.06715,1017 NATHAN,,,,,44307,,,552,99-008479,1017 NATHAN,,44307,,,0,0,2640.0
112,553,USA.PointAddress,00:00:00,100.0,00:00:00,"1017 Nathan St, Akron, Ohio, 44307",PointAddress,,,,,,,,1017,,,R,,,Nathan,St,,1017 Nathan St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539846,41.06615,-81.539691,41.06615,-81.540846,-81.538846,41.06515,41.06715,1017 NATHAN ST,,Akron,,,44307,,,553,8020260,1017 NATHAN ST,Akron,44307,,,0,0,2640.0
113,764,USA.PointAddress,00:00:00,100.0,00:00:00,"1026 Snyder St, Akron, Ohio, 44307",PointAddress,,,,,,,,1026,,,L,,,Snyder,St,,1026 Snyder St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543018,41.066151,-81.543291,41.06615,-81.544018,-81.542018,41.065151,41.067151,1026 SNYDER ST,,Akron,,,44307,,,764,13013253,1026 SNYDER ST,Akron,44307,,,0,0,2640.0
114,630,USA.PointAddress,00:00:00,92.43,00:00:00,"1020 Rhodes Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,1020,,,L,,,Rhodes,Ave,,1020 Rhodes Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.538518,41.06618,-81.538871,41.06614,-81.539518,-81.537518,41.06518,41.06718,1020 S RHODES AV,,Akron,,,44307,,,630,11016374,1020 S RHODES AV,Akron,44307,,,0,0,2640.0
115,754,USA.StreetAddress,00:00:00,100.0,00:00:00,"1026 Laurel Ave, Akron, Ohio, 44307",StreetAddress,,,,,,,,1026,1028,900,L,,,Laurel,Ave,,1026 Laurel Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547011,41.066182,-81.547011,41.066182,-81.548011,-81.546011,41.065182,41.067182,1026 LAUREL AV,,Akron,,,44307,,,754,14023167,1026 LAUREL AV,Akron,44307,,,0,0,2640.0
116,691,USA.PointAddress,00:00:00,100.0,00:00:00,"1023 Laurel Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,1023,,,R,,,Laurel,Ave,,1023 Laurel Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.546945,41.0662,-81.546691,41.06622,-81.547945,-81.545945,41.0652,41.0672,1023 LAUREL AV,,Akron,,,44307,,,691,14006320,1023 LAUREL AV,Akron,44307,,,0,0,2640.0
117,670,USA.PointAddress,00:00:00,100.0,00:00:00,"1022 Lane St, Akron, Ohio, 44307",PointAddress,,,,,,,,1022,,,L,,,Lane,St,,1022 Lane St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544038,41.066222,-81.544281,41.06625,-81.545038,-81.543038,41.065222,41.067222,1022 LANE ST,,Akron,,,44307,,,670,10012753,1022 LANE ST,Akron,44307,,,0,0,2640.0
118,512,USA.PointAddress,00:00:00,100.0,00:00:00,"1015 Nathan St, Akron, Ohio, 44307",PointAddress,,,,,,,,1015,,,R,,,Nathan,St,,1015 Nathan St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.539846,41.066231,-81.539701,41.06626,-81.540846,-81.538846,41.065231,41.067231,1015 NATHAN ST,,Akron,,,44307,,,512,11011237,1015 NATHAN ST,Akron,44307,,,0,0,2640.0
119,716,USA.PointAddress,00:00:00,100.0,00:00:00,"1024 Laurel Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,1024,,,L,,,Laurel,Ave,,1024 Laurel Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.547018,41.066241,-81.547281,41.0662,-81.548018,-81.546018,41.065241,41.067241,1024 LAUREL AV,,Akron,,,44307,,,716,13014272,1024 LAUREL AV,Akron,44307,,,0,0,2640.0
120,690,USA.PointAddress,00:00:00,100.0,00:00:00,"1023 Lane St, Akron, Ohio, 44307",PointAddress,,,,,,,,1023,,,R,,,Lane,St,,1023 Lane St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543965,41.06627,-81.543681,41.06626,-81.544965,-81.542965,41.06527,41.06727,1023 LANE ST,,Akron,,,44307,,,690,8025763,1023 LANE ST,Akron,44307,,,0,0,2640.0
121,655,USA.PointAddress,00:00:00,100.0,00:00:00,"1021 Snyder St, Akron, Ohio, 44307",PointAddress,,,,,,,,1021,,,R,,,Snyder,St,,1021 Snyder St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542945,41.06627,-81.542711,41.06627,-81.543945,-81.541945,41.06527,41.06727,1021 SNYDER ST,,Akron,,,44307,,,655,12019419,1021 SNYDER ST,Akron,44307,,,0,0,2640.0
122,546,USA.PointAddress,00:00:00,100.0,00:00:00,"1017 Haynes St, Akron, Ohio, 44307",PointAddress,,,,,,,,1017,,,R,,,Haynes,St,,1017 Haynes St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.542015,41.06627,-81.541751,41.06626,-81.543015,-81.541015,41.06527,41.06727,1017 HAYNES ST,,Akron,,,44307,,,546,7025191,1017 HAYNES ST,Akron,44307,,,0,0,2640.0
123,633,USA.PointAddress,00:00:00,100.0,00:00:00,"1020 Snyder St, Akron, Ohio, 44307",PointAddress,,,,,,,,1020,,,L,,,Snyder,St,,1020 Snyder St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.543018,41.066281,-81.543281,41.06629,-81.544018,-81.542018,41.065281,41.067281,1020 SNYDER ST,,Akron,,,44307,,,633,12021399,1020 SNYDER ST,Akron,44307,,,0,0,2640.0
124,550,USA.PointAddress,00:00:00,100.0,00:00:00,"1017 Moeller Ave, Akron, Ohio, 44307",PointAddress,,,,,,,,1017,,,R,,,Moeller,Ave,,1017 Moeller Ave,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.544927,41.066331,-81.544701,41.06637,-81.545927,-81.543927,41.065331,41.067331,1017 MOELLER AV,,Akron,,,44307,,,550,8020201,1017 MOELLER AV,Akron,44307,,,0,0,2640.0
125,577,USA.PointAddress,00:00:00,100.0,00:00:00,"1018 Raymond St, Akron, Ohio, 44307",PointAddress,,,,,,,,1018,,,L,,,Raymond,St,,1018 Raymond St,,Akron,,Ohio,44307,,USA,ENG,0.0,-81.541088,41.066351,-81.541361,41.06632,-81.542088,-81.540088,41.065351,41.067351,1018 RAYMOND ST,,Akron,,,44307,,,577,13019585,1018 RAYMOND ST,Akron,44307,,,0,0,2640.0
