objectid,fid_geocod,loc_name,status,score,match_type,match_addr,addr_type,type,placename,place_addr,phone,url,rank,addbldg,addnum,addnumfrom,addnumto,side,stpredir,stpretype,stname,sttype,stdir,staddr,nbrhd,city,subregion,region,postal,postalext,country,langcode,distance,x,y,displayx,displayy,xmin,xmax,ymin,ymax,arc_addres,arc_neighb,arc_city,arc_subreg,arc_region,arc_postal,arc_post_1,arc_countr,field1,report_num,address,city_1,zip,lat,long,fid_cv_buf,id,buff_dist
64,13218,USA.PointAddress,00:00:00,100.0,00:00:00,"331 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,331,,,R,,,Parkwood,Ave,,331 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.505934,41.082868,-81.505891,41.08301,-81.506934,-81.504934,41.081868,41.083868,331 PARKWOOD AVE APT 3,,,,,44304,,,13218,03-031836,331 PARKWOOD AVE APT 3,,44304,,,0,0,2640.0
65,13299,USA.StreetAddress,00:00:00,100.0,00:00:00,"335 Parkwood Ave, Akron, Ohio, 44304",StreetAddress,,,,,,,,335,399,301,R,,,Parkwood,Ave,,335 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.505971,41.082877,-81.505971,41.082877,-81.506971,-81.504971,41.081877,41.083877,335 1/2 PARKWOOD AVE,,,,,44304,,,13299,98-009727,335 1/2 PARKWOOD AVE,,44304,,,0,0,2640.0
66,13045,USA.PointAddress,00:00:00,100.0,00:00:00,"324 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,324,,,L,,,Parkwood,Ave,,324 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506209,41.082884,-81.506271,41.08277,-81.507209,-81.505209,41.081884,41.083884,324 PARKWOOD AV,,,,,44304,,,13045,96-019749,324 PARKWOOD AV,,44304,,,0,0,2640.0
67,13046,USA.PointAddress,00:00:00,100.0,00:00:00,"324 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,324,,,L,,,Parkwood,Ave,,324 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506209,41.082884,-81.506271,41.08277,-81.507209,-81.505209,41.081884,41.083884,324 PARKWOOD AVE,,,,,44304,,,13046,96-035638,324 PARKWOOD AVE,,44304,,,0,0,2640.0
68,13047,USA.PointAddress,00:00:00,100.0,00:00:00,"324 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,324,,,L,,,Parkwood,Ave,,324 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506209,41.082884,-81.506271,41.08277,-81.507209,-81.505209,41.081884,41.083884,324 PARKWOOD AVE APT 3,,,,,44304,,,13047,00-001640,324 PARKWOOD AVE APT 3,,44304,,,0,0,2640.0
69,13048,USA.PointAddress,00:00:00,90.92,00:00:00,"324 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,324,,,L,,,Parkwood,Ave,,324 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506209,41.082884,-81.506271,41.08277,-81.507209,-81.505209,41.081884,41.083884,324 PARKWOOD ST APT 1,,,,,44304,,,13048,02-042189,324 PARKWOOD ST APT 1,,44304,,,0,0,2640.0
70,13257,USA.StreetAddress,00:00:00,90.92,00:00:00,"333 Parkwood Ave, Akron, Ohio, 44304",StreetAddress,,,,,,,,333,399,301,R,,,Parkwood,Ave,,333 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506043,41.082898,-81.506043,41.082898,-81.507043,-81.505043,41.081898,41.083898,333 PARKWOOD ST,,,,,44304,,,13257,01-042401,333 PARKWOOD ST,,44304,,,0,0,2640.0
71,13116,USA.PointAddress,00:00:00,90.92,00:00:00,"327 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,327,,,R,,,Parkwood,Ave,,327 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506073,41.082908,-81.506031,41.08305,-81.507073,-81.505073,41.081908,41.083908,327 PARKWOOD ST,,,,,44304,,,13116,96-012953,327 PARKWOOD ST,,44304,,,0,0,2640.0
72,10558,USA.StreetAddress,00:00:00,90.1,00:00:00,"219 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,219,237,201,R,E,,Market,St,,219 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.510921,41.082917,-81.510921,41.082917,-81.511921,-81.509921,41.081917,41.083917,219 E MARKET ST,,Akron,,,44304,,,10558,8004768,219 E MARKET ST,Akron,44304,,,0,0,2640.0
73,12965,USA.PointAddress,00:00:00,100.0,00:00:00,"320 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,320,,,L,,,Parkwood,Ave,,320 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506359,41.082924,-81.506461,41.08278,-81.507359,-81.505359,41.081924,41.083924,320 PARKWOOD AV,,,,,44304,,,12965,99-006971,320 PARKWOOD AV,,44304,,,0,0,2640.0
74,12966,USA.PointAddress,00:00:00,100.0,00:00:00,"320 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,320,,,L,,,Parkwood,Ave,,320 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506359,41.082924,-81.506461,41.08278,-81.507359,-81.505359,41.081924,41.083924,320 PARKWOOD AVE APT 1,,,,,44304,,,12966,01-042748,320 PARKWOOD AVE APT 1,,44304,,,0,0,2640.0
75,12967,USA.PointAddress,00:00:00,90.92,00:00:00,"320 Parkwood Ave, Akron, Ohio, 44304",PointAddress,,,,,,,,320,,,L,,,Parkwood,Ave,,320 Parkwood Ave,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506359,41.082924,-81.506461,41.08278,-81.507359,-81.505359,41.081924,41.083924,320 PARKWOOD ST,,,,,44304,,,12967,99-040108,320 PARKWOOD ST,,44304,,,0,0,2640.0
76,17805,USA.PointAddress,00:00:00,100.0,00:00:00,"49 N Union St, Akron, Ohio, 44304",PointAddress,,,,,,,,49,,,R,N,,Union,St,,49 N Union St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506978,41.08293,-81.506731,41.08277,-81.507978,-81.505978,41.08193,41.08393,49 N UNION ST,,,,,44304,,,17805,97-014508,49 N UNION ST,,44304,,,0,0,2640.0
77,10518,USA.StreetAddress,00:00:00,90.1,00:00:00,"217 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,217,237,201,R,E,,Market,St,,217 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.51101,41.082954,-81.51101,41.082954,-81.51201,-81.51001,41.081954,41.083954,217 E MARKET ST,,Akron,,,44304,,,10518,9003155,217 E MARKET ST,Akron,44304,,,0,0,2640.0
78,10420,USA.StreetAddress,00:00:00,100.0,00:00:00,"212 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,212,240,200,L,E,,Market,St,,212 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.511273,41.083001,-81.511273,41.083001,-81.512273,-81.510273,41.082001,41.084001,212 E MARKET ST,,Akron,,,44308,,,10420,10005041,212 E MARKET ST,Akron,44308,,,0,0,2640.0
79,18958,USA.PointAddress,00:00:00,100.0,00:00:00,"53 N Union St, Akron, Ohio, 44304",PointAddress,,,,,,,,53,,,R,N,,Union,St,,53 N Union St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506888,41.083029,-81.506631,41.08289,-81.507888,-81.505888,41.082029,41.084029,53 N UNION ST,,,,,44304,,,18958,96-041299,53 N UNION ST,,44304,,,0,0,2640.0
80,10364,USA.StreetAddress,00:00:00,100.0,00:00:00,"210 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,210,240,200,L,E,,Market,St,,210 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.511353,41.083033,-81.511353,41.083033,-81.512353,-81.510353,41.082033,41.084033,210 E MARKET ST,,Akron,,,44308,,,10364,10002844,210 E MARKET ST,Akron,44308,,,0,0,2640.0
81,10405,USA.StreetAddress,00:00:00,92.43,00:00:00,"211 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,211,237,201,R,E,,Market,St,,211 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.511274,41.083063,-81.511274,41.083063,-81.512274,-81.510274,41.082063,41.084063,211 W MARKET ST-AK,,,,,44308,,,10405,99-028498,211 W MARKET ST-AK,,44308,,,0,0,2640.0
82,10302,USA.StreetAddress,00:00:00,90.1,00:00:00,"209 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,209,237,201,R,E,,Market,St,,209 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.511363,41.083099,-81.511363,41.083099,-81.512363,-81.510363,41.082099,41.084099,209 E MARKET ST,,Akron,,,44304,,,10302,9025787,209 E MARKET ST,Akron,44304,,,0,0,2640.0
83,11758,USA.PointAddress,00:00:00,100.0,00:00:00,"265 Park St, Akron, Ohio, 44304",PointAddress,,,,,,,,265,,,R,,,Park,St,,265 Park St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.508172,41.083117,-81.508001,41.08348,-81.509172,-81.507172,41.082117,41.084117,265 PARK ST,,Akron,,,44304,,,11758,8026366,265 PARK ST,Akron,44304,,,0,0,2640.0
84,19800,USA.PointAddress,00:00:00,100.0,00:00:00,"56 N Union St, Akron, Ohio, 44304",PointAddress,,,,,,,,56,,,L,N,,Union,St,,56 N Union St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506885,41.083121,-81.507211,41.08327,-81.507885,-81.505885,41.082121,41.084121,56 N UNION ST,,Akron,,,44304,,,19800,8026853,56 N UNION ST,Akron,44304,,,0,0,2640.0
85,19801,USA.PointAddress,00:00:00,92.43,00:00:00,"56 N Union St, Akron, Ohio, 44304",PointAddress,,,,,,,,56,,,L,N,,Union,St,,56 N Union St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506885,41.083121,-81.507211,41.08327,-81.507885,-81.505885,41.082121,41.084121,56 NE UNION ST,,,,,44304,,,19801,06-011779,56 NE UNION ST,,44304,,,0,0,2640.0
86,11781,USA.StreetAddress,00:00:00,100.0,00:00:00,"266 Park St, Akron, Ohio, 44304",StreetAddress,,,,,,,,266,298,264,L,,,Park,St,,266 Park St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.508364,41.083124,-81.508364,41.083124,-81.509364,-81.507364,41.082124,41.084124,266 PARK STREET,,,,,44304,,,11781,00-022754,266 PARK STREET,,44304,,,0,0,2640.0
87,13600,USA.PointAddress,00:00:00,100.0,00:00:00,"348 Earl Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,348,,,L,,,Earl,Ct,,348 Earl Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.504784,41.083133,-81.504831,41.08297,-81.505784,-81.503784,41.082133,41.084133,348 EARL CT,,,,,44304,,,13600,98-004711,348 EARL CT,,44304,,,0,0,2640.0
88,13666,USA.PointAddress,00:00:00,100.0,00:00:00,"350 Earl Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,350,,,L,,,Earl,Ct,,350 Earl Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.504784,41.083133,-81.504641,41.08292,-81.505784,-81.503784,41.082133,41.084133,350 EARL CT,,,,,44304,,,13666,97-006529,350 EARL CT,,44304,,,0,0,2640.0
89,13765,USA.PointAddress,00:00:00,100.0,00:00:00,"354 Earl Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,354,,,L,,,Earl,Ct,,354 Earl Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.504784,41.083133,-81.504611,41.08311,-81.505784,-81.503784,41.082133,41.084133,354 EARL CT,,,,,44304,,,13765,98-006124,354 EARL CT,,44304,,,0,0,2640.0
90,10262,USA.StreetAddress,00:00:00,90.1,00:00:00,"207 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,207,237,201,R,E,,Market,St,,207 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.511451,41.083135,-81.511451,41.083135,-81.512451,-81.510451,41.082135,41.084135,207 E MARKET ST,,Akron,,,44304,,,10262,8005370,207 E MARKET ST,Akron,44304,,,0,0,2640.0
91,38748,USA.StreetAddress,00:00:00,91.4,00:00:00,"Parkwood Ave & N Union St, Akron, Ohio, 44304",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.506829,41.083144,-81.506829,41.083144,-81.506829,-81.506829,41.083144,41.083144,PARKWOOD AND N UNION,,,,,44304,,,38748,97-040716,PARKWOOD AND N UNION,,44304,,,0,0,2640.0
92,10217,USA.StreetAddress,00:00:00,100.0,00:00:00,"205 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,205,237,201,R,E,,Market,St,,205 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.511539,41.083172,-81.511539,41.083172,-81.512539,-81.510539,41.082172,41.084172,205 E MARKET ST,,Akron,,,44308,,,10217,11023285,205 E MARKET ST,Akron,44308,,,0,0,2640.0
93,11948,USA.PointAddress,00:00:00,100.0,00:00:00,"274 Park St, Akron, Ohio, 44304",PointAddress,,,,,,,,274,,,L,,,Park,St,,274 Park St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.508501,41.083174,-81.508281,41.08277,-81.509501,-81.507501,41.082174,41.084174,274 PARK ST,,Akron,,,44304,,,11948,9037210,274 PARK ST,Akron,44304,,,0,0,2640.0
94,13813,USA.StreetAddress,00:00:00,100.0,00:00:00,"356 Earl Ct, Akron, Ohio, 44304",StreetAddress,,,,,,,,356,398,300,L,,,Earl,Ct,,356 Earl Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.50512,41.083176,-81.50512,41.083176,-81.50612,-81.50412,41.082176,41.084176,356 EARL CT,,,,,44304,,,13813,98-032587,356 EARL CT,,44304,,,0,0,2640.0
95,13586,USA.PointAddress,00:00:00,100.0,00:00:00,"347 Earl Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,347,,,R,,,Earl,Ct,,347 Earl Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.504799,41.083188,-81.504801,41.08321,-81.505799,-81.503799,41.082188,41.084188,347 EARL CT,,,,,44304,,,13586,97-035581,347 EARL CT,,44304,,,0,0,2640.0
96,10077,USA.StreetAddress,00:00:00,90.1,00:00:00,"200 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,200,240,200,L,E,,Market,St,,200 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.51175,41.083197,-81.51175,41.083197,-81.51275,-81.51075,41.082197,41.084197,200 E MARKET ST,,Akron,,,44304,,,10077,8017894,200 E MARKET ST,Akron,44304,,,0,0,2640.0
97,13508,USA.PointAddress,00:00:00,100.0,00:00:00,"343 Earl Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,343,,,R,,,Earl,Ct,,343 Earl Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.50494,41.083198,-81.504941,41.08321,-81.50594,-81.50394,41.082198,41.084198,343 EARL CT,,,,,44304,,,13508,98-024021,343 EARL CT,,44304,,,0,0,2640.0
98,21648,USA.PointAddress,00:00:00,100.0,00:00:00,"63 N Union St, Akron, Ohio, 44304",PointAddress,,,,,,,,63,,,R,N,,Union,St,,63 N Union St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506736,41.083211,-81.506361,41.08308,-81.507736,-81.505736,41.082211,41.084211,63 N UNION ST,,,,,44304,,,21648,96-011901,63 N UNION ST,,44304,,,0,0,2640.0
99,6475,USA.PointAddress,00:00:00,90.92,00:00:00,"134 Good St, Akron, Ohio, 44304",PointAddress,,,,,,,,134,,,L,,,Good,St,,134 Good St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.503967,41.083256,-81.504021,41.08326,-81.504967,-81.502967,41.082256,41.084256,134 GOOD,,,,,44304,,,6475,99-018848,134 GOOD,,44304,,,0,0,2640.0
100,6476,USA.PointAddress,00:00:00,100.0,00:00:00,"134 Good St, Akron, Ohio, 44304",PointAddress,,,,,,,,134,,,L,,,Good,St,,134 Good St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.503967,41.083256,-81.504021,41.08326,-81.504967,-81.502967,41.082256,41.084256,134 GOOD ST,,,,,44304,,,6476,96-014140,134 GOOD ST,,44304,,,0,0,2640.0
101,34953,USA.StreetAddress,00:00:00,92.12,00:00:00,"E Market St & S Prospect St, Akron, Ohio, 44308",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.511837,41.083263,-81.511837,41.083263,-81.511837,-81.511837,41.083263,41.083263,E MARKET ST @ PROSPECT,,,,,44308,,,34953,04-013991,E MARKET ST @ PROSPECT,,44308,,,0,0,2640.0
102,34954,USA.StreetAddress,00:00:00,92.12,00:00:00,"E Market St & S Prospect St, Akron, Ohio, 44308",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.511837,41.083263,-81.511837,41.083263,-81.511837,-81.511837,41.083263,41.083263,E MARKET ST @ PROSPECT AVE,,,,,44308,,,34954,04-011133,E MARKET ST @ PROSPECT AVE,,44308,,,0,0,2640.0
103,38303,USA.StreetAddress,00:00:00,92.12,00:00:00,"S Prospect St & E Market St, Akron, Ohio, 44308",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.511837,41.083263,-81.511837,41.083263,-81.511837,-81.511837,41.083263,41.083263,N PROSPECT & E MARKET ST,,,,,44308,,,38303,00-029019,N PROSPECT & E MARKET ST,,44308,,,0,0,2640.0
104,32780,USA.StreetAddress,00:00:00,100.0,00:00:00,"Arch St & Ohio St, Akron, Ohio, 44304",StreetInt,,,,,,,,,,,,,,,,,,,,,,,,USA,,0.0,-81.499748,41.083334,-81.499748,41.083334,-81.499748,-81.499748,41.083334,41.083334,ARCH ST AT OHIO ST,,,,,44304,,,32780,97-018670,ARCH ST AT OHIO ST,,44304,,,0,0,2640.0
105,32776,USA.StreetName,00:00:00,90.1,00:00:00,"Arch St, Akron, Ohio, 44304",StreetName,,,,,,,,,,,,,,Arch,St,,Arch St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.499748,41.083338,-81.499748,41.083338,-81.505748,-81.493748,41.077338,41.089338,ARCH ST,,Akron,,,44305,,,32776,9023993,ARCH ST,Akron,44305,,,0,0,2640.0
106,17471,USA.PointAddress,00:00:00,100.0,00:00:00,"475 Ohio St, Akron, Ohio, 44304",PointAddress,,,,,,,,475,,,R,,,Ohio,St,,475 Ohio St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.502241,41.083368,-81.502241,41.08348,-81.503241,-81.501241,41.082368,41.084368,475 OHIO ST,,Akron,,,44304,,,17471,9001826,475 OHIO ST,Akron,44304,,,0,0,2640.0
107,17851,USA.PointAddress,00:00:00,100.0,00:00:00,"491 Ohio St, Akron, Ohio, 44304",PointAddress,,,,,,,,491,,,R,,,Ohio,St,,491 Ohio St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.501642,41.083368,-81.501641,41.08349,-81.502642,-81.500642,41.082368,41.084368,491 OHIO ST,,,,,44304,,,17851,97-008957,491 OHIO ST,,44304,,,0,0,2640.0
108,9170,USA.PointAddress,00:00:00,100.0,00:00:00,"175 E Market St, Akron, Ohio, 44308",PointAddress,,,,,,,,175,,,R,E,,Market,St,,175 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512121,41.083407,-81.511941,41.08368,-81.513121,-81.511121,41.082407,41.084407,175 E MARKET ST (IFO),,,,,44308,,,9170,03-002212,175 E MARKET ST (IFO),,44308,,,0,0,2640.0
109,9194,USA.PointAddress,00:00:00,92.43,00:00:00,"175 E Market St, Akron, Ohio, 44308",PointAddress,,,,,,,,175,,,R,E,,Market,St,,175 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512121,41.083407,-81.511941,41.08368,-81.513121,-81.511121,41.082407,41.084407,175 W MARKET ST-AK,,,,,44308,,,9194,99-026874,175 W MARKET ST-AK,,44308,,,0,0,2640.0
110,28050,USA.PointAddress,00:00:00,100.0,00:00:00,"83 Earl Ct, Akron, Ohio, 44304",PointAddress,,,,,,,,83,,,R,,,Earl,Ct,,83 Earl Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.505426,41.083417,-81.505351,41.08355,-81.506426,-81.504426,41.082417,41.084417,83 EARL CT,,,,,44304,,,28050,97-007436,83 EARL CT,,44304,,,0,0,2640.0
111,12654,USA.StreetName,00:00:00,100.0,00:00:00,"E Market St, Akron, Ohio, 44308",StreetName,,,,,,,,,,,,E,,Market,St,,E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512297,41.083455,-81.512297,41.083455,-81.517297,-81.507297,41.078455,41.088455,306 E MARKET ST,,,,,44308,,,12654,96-035436,306 E MARKET ST,,44308,,,0,0,2640.0
112,13762,USA.StreetName,00:00:00,100.0,00:00:00,"E Market St, Akron, Ohio, 44308",StreetName,,,,,,,,,,,,E,,Market,St,,E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512297,41.083455,-81.512297,41.083455,-81.517297,-81.507297,41.078455,41.088455,354 E MARKET ST,,,,,44308,,,13762,99-031449,354 E MARKET ST,,44308,,,0,0,2640.0
113,21504,USA.StreetName,00:00:00,88.65,00:00:00,"E Market St, Akron, Ohio, 44308",StreetName,,,,,,,,,,,,E,,Market,St,,E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512297,41.083455,-81.512297,41.083455,-81.517297,-81.507297,41.078455,41.088455,623 E MARKET,,,,,44308,,,21504,99-005414,623 E MARKET,,44308,,,0,0,2640.0
114,31987,USA.StreetName,00:00:00,88.65,00:00:00,"E Market St, Akron, Ohio, 44308",StreetName,,,,,,,,,,,,E,,Market,St,,E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512297,41.083455,-81.512297,41.083455,-81.517297,-81.507297,41.078455,41.088455,974 E MARKET STS,,,,,44308,,,31987,04-031621,974 E MARKET STS,,44308,,,0,0,2640.0
115,34931,USA.StreetName,00:00:00,100.0,00:00:00,"E Market St, Akron, Ohio, 44308",StreetName,,,,,,,,,,,,E,,Market,St,,E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512297,41.083455,-81.512297,41.083455,-81.517297,-81.507297,41.078455,41.088455,E MARKET ST,,Akron,,,44308,,,34931,9019591,E MARKET ST,Akron,44308,,,0,0,2640.0
116,40242,USA.StreetName,00:00:00,90.54,00:00:00,"OH 8, Akron, Ohio, 44304",StreetName,,,,,,,,,,,,,OH,8,,,OH 8,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.503274,41.083474,-81.503274,41.083474,-81.516274,-81.490274,41.070474,41.096474,SR 8 N,,Akron,,,44304,,,40242,8012550,SR 8 N,Akron,44304,,,0,0,2640.0
117,9641,USA.StreetAddress,00:00:00,90.1,00:00:00,"187 Arch St, Akron, Ohio, 44304",StreetAddress,,,,,,,,187,183,205,R,,,Arch,St,,187 Arch St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.49971,41.083493,-81.49971,41.083493,-81.50071,-81.49871,41.082493,41.084493,187 ARCH ST,,Akron,,,44305,,,9641,8001247,187 ARCH ST,Akron,44305,,,0,0,2640.0
118,28651,USA.StreetAddress,00:00:00,100.0,00:00:00,"85 Earl Ct, Akron, Ohio, 44304",StreetAddress,,,,,,,,85,99,1,R,,,Earl,Ct,,85 Earl Ct,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.505436,41.083493,-81.505436,41.083493,-81.506436,-81.504436,41.082493,41.084493,85 EARL CT,,,,,44304,,,28651,96-042375,85 EARL CT,,44304,,,0,0,2640.0
119,9169,USA.StreetAddress,00:00:00,90.1,00:00:00,"175 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,175,199,127,R,E,,Market,St,,175 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512459,41.083554,-81.512459,41.083554,-81.513459,-81.511459,41.082554,41.084554,175 E MARKET ST,,Akron,,,44304,,,9169,8005726,175 E MARKET ST,Akron,44304,,,0,0,2640.0
120,8887,USA.StreetAddress,00:00:00,90.1,00:00:00,"168 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,168,198,128,L,E,,Market,St,,168 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512646,41.083571,-81.512646,41.083571,-81.513646,-81.511646,41.082571,41.084571,168 E MARKET ST,,Akron,,,44304,,,8887,9027493,168 E MARKET ST,Akron,44304,,,0,0,2640.0
121,9084,USA.StreetAddress,00:00:00,100.0,00:00:00,"173 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,173,199,127,R,E,,Market,St,,173 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512503,41.083573,-81.512503,41.083573,-81.513503,-81.511503,41.082573,41.084573,173 E MARKET ST,,Akron,,,44308,,,9084,13022646,173 E MARKET ST,Akron,44308,,,0,0,2640.0
122,27767,USA.PointAddress,00:00:00,100.0,00:00:00,"82 N Union St, Akron, Ohio, 44304",PointAddress,,,,,,,,82,,,L,N,,Union,St,,82 N Union St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506527,41.08361,-81.506721,41.08374,-81.507527,-81.505527,41.08261,41.08461,82 N UNION ST,,,,,44304,,,27767,97-042586,82 N UNION ST,,44304,,,0,0,2640.0
123,30614,USA.PointAddress,00:00:00,100.0,00:00:00,"92 N Union St, Akron, Ohio, 44304",PointAddress,,,,,,,,92,,,L,N,,Union,St,,92 N Union St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.506527,41.08361,-81.506721,41.08374,-81.507527,-81.505527,41.08261,41.08461,92 N UNION ST,,Akron,,,44304,,,30614,9019388,92 N UNION ST,Akron,44304,,,0,0,2640.0
124,9915,USA.StreetAddress,00:00:00,100.0,00:00:00,"196 Arch St, Akron, Ohio, 44304",StreetAddress,,,,,,,,196,188,204,L,,,Arch,St,,196 Arch St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.499779,41.083614,-81.499779,41.083614,-81.500779,-81.498779,41.082614,41.084614,196 ARCH ST,,Akron,,,44304,,,9915,10012755,196 ARCH ST,Akron,44304,,,0,0,2640.0
125,8159,USA.StreetAddress,00:00:00,90.1,00:00:00,"156 E Market St, Akron, Ohio, 44308",StreetAddress,,,,,,,,156,198,128,L,E,,Market,St,,156 E Market St,,Akron,,Ohio,44308,,USA,ENG,0.0,-81.512921,41.083686,-81.512921,41.083686,-81.513921,-81.511921,41.082686,41.084686,156 E MARKET ST,,Akron,,,44304,,,8159,8030337,156 E MARKET ST,Akron,44304,,,0,0,2640.0
126,11172,USA.StreetAddress,00:00:00,100.0,00:00:00,"241 Park St, Akron, Ohio, 44304",StreetAddress,,,,,,,,241,253,225,R,,,Park,St,,241 Park St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.509535,41.083708,-81.509535,41.083708,-81.510535,-81.508535,41.082708,41.084708,241 PARK ST,,Akron,,,44304,,,11172,10025007,241 PARK ST,Akron,44304,,,0,0,2640.0
127,10129,USA.StreetAddress,00:00:00,90.1,00:00:00,"201 Arch St, Akron, Ohio, 44304",StreetAddress,,,,,,,,201,183,205,R,,,Arch,St,,201 Arch St,,Akron,,Ohio,44304,,USA,ENG,0.0,-81.499706,41.083733,-81.499706,41.083733,-81.500706,-81.498706,41.082733,41.084733,201 ARCH ST,,Akron,,,44305,,,10129,9000980,201 ARCH ST,Akron,44305,,,0,0,2640.0
